battery_id,type,test_id,uid,filename,start_time,start_datetime,ambient_temperature,Cycle,Capacity,Capacity_Cycle,Re,Rct,Initial_Capacity,EOL_Threshold,EOL_Cycle,RUL,SOH,Status
B0005,discharge,113,5234,05234.csv,[2.008e+03 4.000e+00 2.400e+01 1.000e+00 5.100e+01 3.389e+01],,24,113,1.7829230484252725,37,,,1.8564874208181572,1.4851899366545258,100,63,96.04,안정
B0005,discharge,117,5238,05238.csv,[2.008e+03 4.000e+00 2.400e+01 6.000e+00 5.000e+01 3.100e-02],,24,117,1.7730337158018288,38,,,1.8564874208181572,1.4851899366545258,100,62,95.5,안정
B0005,discharge,121,5242,05242.csv,[2008.       4.      24.      11.      49.      24.281],,24,121,1.773037755078937,39,,,1.8564874208181572,1.4851899366545258,100,61,95.5,안정
B0005,discharge,125,5246,05246.csv,[2008.       4.      24.      16.      45.      56.015],,24,125,1.7678721106662054,40,,,1.8564874208181572,1.4851899366545258,100,60,95.23,안정
B0005,discharge,129,5250,05250.csv,[2008.       4.      24.      21.      38.      11.078],,24,129,1.762315070409309,41,,,1.8564874208181572,1.4851899366545258,100,59,94.93,안정
B0005,discharge,133,5254,05254.csv,[2008.       4.      25.      12.       3.      44.093],,24,133,1.7676172924938447,42,,,1.8564874208181572,1.4851899366545258,100,58,95.21,안정
B0005,discharge,135,5256,05256.csv,[2008.       4.      25.      20.       3.      55.921],,24,135,1.762668359743147,43,,,1.8564874208181572,1.4851899366545258,100,57,94.95,안정
B0005,discharge,139,5260,05260.csv,[2.0080e+03 4.0000e+00 2.6000e+01 1.0000e+00 4.0000e+00 3.5718e+01],,24,139,1.7517304870664143,44,,,1.8564874208181572,1.4851899366545258,100,56,94.36,안정
B0005,discharge,143,5264,05264.csv,[2008.      4.     26.      5.     57.     35.14],,24,143,1.7418496047960008,45,,,1.8564874208181572,1.4851899366545258,100,55,93.83,안정
B0005,discharge,147,5268,05268.csv,[2008.       4.      26.      10.      58.      25.843],,24,147,1.7360913511847138,46,,,1.8564874208181572,1.4851899366545258,100,54,93.51,안정
B0005,discharge,149,5270,05270.csv,[2008.       4.      29.      12.      15.      56.953],,24,149,1.7936240148573608,47,,,1.8564874208181572,1.4851899366545258,100,53,96.61,안정
B0005,discharge,153,5274,05274.csv,[2008.       4.      29.      17.       5.      27.781],,24,153,1.7831890223273277,48,,,1.8564874208181572,1.4851899366545258,100,52,96.05,안정
B0005,discharge,157,5278,05278.csv,[2008.      4.     29.     22.      0.      4.75],,24,157,1.7673642076278957,49,,,1.8564874208181572,1.4851899366545258,100,51,95.2,안정
B0005,discharge,161,5282,05282.csv,[2.0080e+03 4.0000e+00 3.0000e+01 2.0000e+00 4.3000e+01 5.5312e+01],,24,161,1.7570177850353066,50,,,1.8564874208181572,1.4851899366545258,100,50,94.64,안정
B0005,discharge,165,5286,05286.csv,[2008.       4.      30.       7.      41.      42.578],,24,165,1.7468706179837907,51,,,1.8564874208181572,1.4851899366545258,100,49,94.1,안정
B0005,discharge,169,5290,05290.csv,[2008.       4.      30.      12.      28.      49.265],,24,169,1.7417172507457144,52,,,1.8564874208181572,1.4851899366545258,100,48,93.82,안정
B0005,discharge,173,5294,05294.csv,[2008.      4.     30.     17.     20.     16.14],,24,173,1.7364225056478186,53,,,1.8564874208181572,1.4851899366545258,100,47,93.53,안정
B0005,discharge,177,5298,05298.csv,[2008.       4.      30.      22.      14.      54.062],,24,177,1.7263217239235826,54,,,1.8564874208181572,1.4851899366545258,100,46,92.99,안정
B0005,discharge,181,5302,05302.csv,[2.008e+03 5.000e+00 1.000e+00 3.000e+00 1.500e+01 3.314e+01],,24,181,1.7158065389330133,55,,,1.8564874208181572,1.4851899366545258,100,45,92.42,안정
B0005,discharge,185,5306,05306.csv,[2.008e+03 5.000e+00 1.000e+00 8.000e+00 1.600e+01 3.343e+00],,24,185,1.710533351135192,56,,,1.8564874208181572,1.4851899366545258,100,44,92.14,안정
B0005,discharge,189,5310,05310.csv,[2.0080e+03 5.0000e+00 1.0000e+00 1.3000e+01 1.4000e+01 2.4875e+01],,24,189,1.706014499648521,57,,,1.8564874208181572,1.4851899366545258,100,43,91.89,안정
B0005,discharge,193,5314,05314.csv,[2.0080e+03 5.0000e+00 1.0000e+00 1.8000e+01 1.1000e+01 1.0984e+01],,24,193,1.7003110272642588,58,,,1.8564874208181572,1.4851899366545258,100,42,91.59,안정
B0005,discharge,197,5318,05318.csv,[2.0080e+03 5.0000e+00 1.0000e+00 2.3000e+01 1.0000e+01 1.5265e+01],,24,197,1.6945798601797897,59,,,1.8564874208181572,1.4851899366545258,100,41,91.28,안정
B0005,discharge,201,5322,05322.csv,[2.0080e+03 5.0000e+00 2.0000e+00 3.0000e+00 5.3000e+01 3.4765e+01],,24,201,1.6849029086609286,60,,,1.8564874208181572,1.4851899366545258,100,40,90.76,안정
B0005,discharge,205,5326,05326.csv,[2.0080e+03 5.0000e+00 2.0000e+00 8.0000e+00 4.4000e+01 4.0859e+01],,24,205,1.6744741591159715,61,,,1.8564874208181572,1.4851899366545258,100,39,90.2,안정
B0005,discharge,209,5330,05330.csv,[2.008e+03 5.000e+00 2.000e+00 1.300e+01 4.300e+01 5.093e+00],,24,209,1.6745692479879102,62,,,1.8564874208181572,1.4851899366545258,100,38,90.2,안정
B0005,discharge,213,5334,05334.csv,[2.0080e+03 5.0000e+00 2.0000e+00 1.9000e+01 7.0000e+00 4.8359e+01],,24,213,1.663716375981405,63,,,1.8564874208181572,1.4851899366545258,100,37,89.62,주의
B0005,discharge,215,5336,05336.csv,[2.0080e+03 5.0000e+00 2.0000e+00 2.3000e+01 2.4000e+01 1.7687e+01],,24,215,1.659013868748246,64,,,1.8564874208181572,1.4851899366545258,100,36,89.36,주의
B0005,discharge,219,5340,05340.csv,[2008.       5.       3.       4.      13.       8.609],,24,219,1.6538540573335014,65,,,1.8564874208181572,1.4851899366545258,100,35,89.09,주의
B0005,discharge,223,5344,05344.csv,[2008.       5.       3.       9.      10.      19.812],,24,223,1.642653782130131,66,,,1.8564874208181572,1.4851899366545258,100,34,88.48,주의
B0005,discharge,227,5348,05348.csv,[2008.       5.       3.      14.       4.      34.187],,24,227,1.6378578430223698,67,,,1.8564874208181572,1.4851899366545258,100,33,88.22,주의
B0005,discharge,231,5352,05352.csv,[2008.       5.       3.      18.      58.      13.468],,24,231,1.6327350407099108,68,,,1.8564874208181572,1.4851899366545258,100,32,87.95,주의
B0005,discharge,235,5356,05356.csv,[2008.       5.       3.      23.      42.      30.093],,24,235,1.6277528915533617,69,,,1.8564874208181572,1.4851899366545258,100,31,87.68,주의
B0005,discharge,239,5360,05360.csv,[2008    5    4    4   41   40],,24,239,1.622125485521159,70,,,1.8564874208181572,1.4851899366545258,100,30,87.38,주의
B0005,discharge,243,5364,05364.csv,[2008.       5.       4.       9.      40.      11.906],,24,243,1.6113256603765849,71,,,1.8564874208181572,1.4851899366545258,100,29,86.79,주의
B0005,discharge,247,5368,05368.csv,[2008.       5.       4.      14.      38.      13.359],,24,247,1.6065631397488385,72,,,1.8564874208181572,1.4851899366545258,100,28,86.54,주의
B0005,discharge,251,5372,05372.csv,[2008.      5.      4.     19.     37.      7.89],,24,251,1.6015142233917594,73,,,1.8564874208181572,1.4851899366545258,100,27,86.27,주의
B0005,discharge,255,5376,05376.csv,[2008.       5.       5.       0.      35.      53.968],,24,255,1.590369231400328,74,,,1.8564874208181572,1.4851899366545258,100,26,85.67,주의
B0005,discharge,259,5380,05380.csv,[2008.       5.       5.       5.      28.      13.937],,24,259,1.5857889968242211,75,,,1.8564874208181572,1.4851899366545258,100,25,85.42,주의
B0005,discharge,263,5384,05384.csv,[2008.     5.     5.    11.    41.    31.5],,24,263,1.5849430707374117,76,,,1.8564874208181572,1.4851899366545258,100,24,85.37,주의
B0005,discharge,265,5386,05386.csv,[2008.       5.       5.      20.      40.       8.562],,24,265,1.5955263892495937,77,,,1.8564874208181572,1.4851899366545258,100,23,85.94,주의
B0005,discharge,269,5390,05390.csv,[2.0080e+03 5.0000e+00 6.0000e+00 1.0000e+00 3.8000e+01 4.6265e+01],,24,269,1.5747301747801037,78,,,1.8564874208181572,1.4851899366545258,100,22,84.82,주의
B0005,discharge,273,5394,05394.csv,[2008.       5.       6.       6.      37.       6.296],,24,273,1.5649019950937946,79,,,1.8564874208181572,1.4851899366545258,100,21,84.29,주의
B0005,discharge,277,5398,05398.csv,[2008.       5.       6.      11.      25.      21.031],,24,277,1.5597659473370362,80,,,1.8564874208181572,1.4851899366545258,100,20,84.02,주의
B0005,discharge,281,5402,05402.csv,[2008.       5.       6.      16.      23.      36.296],,24,281,1.5594815668184234,81,,,1.8564874208181572,1.4851899366545258,100,19,84.0,주의
B0005,discharge,285,5406,05406.csv,[2008.       5.       6.      21.      21.      49.265],,24,285,1.55468935359061,82,,,1.8564874208181572,1.4851899366545258,100,18,83.74,주의
B0005,discharge,289,5410,05410.csv,[2.0080e+03 5.0000e+00 7.0000e+00 2.0000e+00 1.7000e+01 2.5156e+01],,24,289,1.5488741079890418,83,,,1.8564874208181572,1.4851899366545258,100,17,83.43,주의
B0005,discharge,293,5414,05414.csv,[2008.       5.       7.       7.       4.       2.109],,24,293,1.538236598942558,84,,,1.8564874208181572,1.4851899366545258,100,16,82.86,주의
B0005,discharge,297,5418,05418.csv,[2.0080e+03 5.0000e+00 7.0000e+00 1.2000e+01 1.0000e+00 4.9906e+01],,24,297,1.527914258251028,85,,,1.8564874208181572,1.4851899366545258,100,15,82.3,주의
B0005,discharge,301,5422,05422.csv,[2008.       5.       7.      16.      59.      29.937],,24,301,1.5285252629756445,86,,,1.8564874208181572,1.4851899366545258,100,14,82.33,주의
B0005,discharge,305,5426,05426.csv,[2008.       5.       7.      21.      56.       9.656],,24,305,1.522647325284378,87,,,1.8564874208181572,1.4851899366545258,100,13,82.02,주의
B0005,discharge,309,5430,05430.csv,[2.0080e+03 5.0000e+00 8.0000e+00 2.0000e+00 5.3000e+01 4.9937e+01],,24,309,1.5174859938489869,88,,,1.8564874208181572,1.4851899366545258,100,12,81.74,주의
B0005,discharge,312,5433,05433.csv,[2008    5    9   12   25    7],,24,312,1.605818899130659,89,,,1.8564874208181572,1.4851899366545258,100,11,86.5,주의
B0005,discharge,315,5436,05436.csv,[2008.       5.       9.      20.      28.       9.734],,24,315,1.5638491446744425,90,,,1.8564874208181572,1.4851899366545258,100,10,84.24,주의
B0005,discharge,319,5440,05440.csv,[2.008e+03 5.000e+00 1.000e+01 1.000e+00 2.100e+01 5.650e+01],,24,319,1.5480915247767786,91,,,1.8564874208181572,1.4851899366545258,100,9,83.39,위험
B0005,discharge,323,5444,05444.csv,[2008    5   10    6   18   12],,24,323,1.5323755631868592,92,,,1.8564874208181572,1.4851899366545258,100,8,82.54,위험
B0005,discharge,327,5448,05448.csv,[2008.       5.      10.      11.      16.       4.843],,24,327,1.5269528268489705,93,,,1.8564874208181572,1.4851899366545258,100,7,82.25,위험
B0005,discharge,331,5452,05452.csv,[2008.       5.      10.      16.      11.      56.109],,24,331,1.5169573017136326,94,,,1.8564874208181572,1.4851899366545258,100,6,81.71,위험
B0005,discharge,335,5456,05456.csv,[2008.       5.      10.      21.       7.      54.625],,24,335,1.511897596014269,95,,,1.8564874208181572,1.4851899366545258,100,5,81.44,위험
B0005,discharge,339,5460,05460.csv,[2.0080e+03 5.0000e+00 1.1000e+01 2.0000e+00 5.0000e+00 2.1796e+01],,24,339,1.5065638960681105,96,,,1.8564874208181572,1.4851899366545258,100,4,81.15,위험
B0005,discharge,343,5464,05464.csv,[2008.       5.      11.       6.      55.      27.734],,24,343,1.5015453526671363,97,,,1.8564874208181572,1.4851899366545258,100,3,80.88,위험
B0005,discharge,347,5468,05468.csv,[2008.       5.      11.      11.      52.      47.187],,24,347,1.4908444050400238,98,,,1.8564874208181572,1.4851899366545258,100,2,80.3,위험
B0005,discharge,351,5472,05472.csv,[2008.       5.      11.      16.      49.      58.921],,24,351,1.485868384561201,99,,,1.8564874208181572,1.4851899366545258,100,1,80.04,위험
B0005,discharge,355,5476,05476.csv,[2008.       5.      11.      21.      47.      12.843],,24,355,1.480413677976106,100,,,1.8564874208181572,1.4851899366545258,100,0,79.74,위험
B0005,discharge,359,5480,05480.csv,[2.0080e+03 5.0000e+00 1.2000e+01 2.0000e+00 3.6000e+01 5.8921e+01],,24,359,1.4752095869031632,101,,,1.8564874208181572,1.4851899366545258,100,0,79.46,위험
B0005,discharge,363,5484,05484.csv,[2008.       5.      12.      12.      56.      34.781],,24,363,1.4859035988304024,102,,,1.8564874208181572,1.4851899366545258,100,0,80.04,위험
B0005,discharge,366,5487,05487.csv,[2008.       5.      12.      18.      59.      59.453],,24,366,1.4960918298136696,103,,,1.8564874208181572,1.4851899366545258,100,0,80.59,위험
B0005,discharge,370,5491,05491.csv,[2008.       5.      12.      23.      53.      17.609],,24,370,1.4808005946928984,104,,,1.8564874208181572,1.4851899366545258,100,0,79.76,위험
B0005,discharge,374,5495,05495.csv,[2008.       5.      13.       4.      35.      25.359],,24,374,1.4697543268466824,105,,,1.8564874208181572,1.4851899366545258,100,0,79.17,위험
B0005,discharge,378,5499,05499.csv,[2008.       5.      13.       9.      24.       4.718],,24,378,1.4539012274845928,106,,,1.8564874208181572,1.4851899366545258,100,0,78.31,위험
B0005,discharge,382,5503,05503.csv,[2008.       5.      13.      14.      20.      24.937],,24,382,1.454146206723569,107,,,1.8564874208181572,1.4851899366545258,100,0,78.33,위험
B0005,discharge,386,5507,05507.csv,[2008.       5.      13.      19.       4.      20.531],,24,386,1.455023751906683,108,,,1.8564874208181572,1.4851899366545258,100,0,78.38,위험
B0005,discharge,390,5511,05511.csv,[2008.       5.      13.      23.      59.      26.015],,24,390,1.449042163761236,109,,,1.8564874208181572,1.4851899366545258,100,0,78.05,위험
B0005,discharge,394,5515,05515.csv,[2008.       5.      14.       4.      55.      57.453],,24,394,1.4386709371480566,110,,,1.8564874208181572,1.4851899366545258,100,0,77.49,위험
B0005,discharge,398,5519,05519.csv,[2008.       5.      14.       9.      52.      22.062],,24,398,1.433445432156979,111,,,1.8564874208181572,1.4851899366545258,100,0,77.21,위험
B0005,discharge,402,5523,05523.csv,[2008.       5.      14.      14.      35.      22.515],,24,402,1.4333958900838095,112,,,1.8564874208181572,1.4851899366545258,100,0,77.21,위험
B0005,discharge,406,5527,05527.csv,[2008.      5.     14.     19.     31.     39.39],,24,406,1.42806487344776,113,,,1.8564874208181572,1.4851899366545258,100,0,76.92,위험
B0005,discharge,410,5531,05531.csv,[2008.       5.      15.       0.      27.      55.625],,24,410,1.4229203181741186,114,,,1.8564874208181572,1.4851899366545258,100,0,76.65,위험
B0005,discharge,414,5535,05535.csv,[2008.      5.     15.      5.     24.      4.89],,24,414,1.417429032731308,115,,,1.8564874208181572,1.4851899366545258,100,0,76.35,위험
B0005,discharge,418,5539,05539.csv,[2008.       5.      15.      10.      20.       3.875],,24,418,1.412409228794446,116,,,1.8564874208181572,1.4851899366545258,100,0,76.08,위험
B0005,discharge,422,5543,05543.csv,[2008.       5.      15.      15.      10.      59.437],,24,422,1.412578792940193,117,,,1.8564874208181572,1.4851899366545258,100,0,76.09,위험
B0005,discharge,426,5547,05547.csv,[2008.      5.     15.     19.     56.     47.39],,24,426,1.4075983731469897,118,,,1.8564874208181572,1.4851899366545258,100,0,75.82,위험
B0005,discharge,430,5551,05551.csv,[2008.       5.      16.      16.      54.      59.812],,24,430,1.4333920485221476,119,,,1.8564874208181572,1.4851899366545258,100,0,77.21,위험
B0005,discharge,432,5553,05553.csv,[2008.       5.      16.      21.      37.      39.671],,24,432,1.4382550176792908,120,,,1.8564874208181572,1.4851899366545258,100,0,77.47,위험
B0005,discharge,436,5557,05557.csv,[2.0080e+03 5.0000e+00 1.7000e+01 2.0000e+00 3.2000e+01 1.3968e+01],,24,436,1.4173547174485526,121,,,1.8564874208181572,1.4851899366545258,100,0,76.35,위험
B0005,discharge,440,5561,05561.csv,[2008.       5.      17.       7.      25.      19.906],,24,440,1.406981663677643,122,,,1.8564874208181572,1.4851899366545258,100,0,75.79,위험
B0005,discharge,444,5565,05565.csv,[2008.      5.     17.     12.     21.     15.89],,24,444,1.4012037783587623,123,,,1.8564874208181572,1.4851899366545258,100,0,75.48,위험
B0005,discharge,448,5569,05569.csv,[2008.       5.      17.      17.      15.      37.281],,24,448,1.3967008232726328,124,,,1.8564874208181572,1.4851899366545258,100,0,75.23,위험
B0005,discharge,452,5573,05573.csv,[2008.       5.      17.      22.      10.      51.218],,24,452,1.391284788852726,125,,,1.8564874208181572,1.4851899366545258,100,0,74.94,위험
B0005,discharge,456,5577,05577.csv,[2008.       5.      18.       3.       5.      19.265],,24,456,1.3862287677978349,126,,,1.8564874208181572,1.4851899366545258,100,0,74.67,위험
B0005,discharge,460,5581,05581.csv,[2008.       5.      18.       8.       0.      50.421],,24,460,1.3804366761974138,127,,,1.8564874208181572,1.4851899366545258,100,0,74.36,위험
B0005,discharge,464,5585,05585.csv,[2008.       5.      18.      12.      44.      48.437],,24,464,1.3752364150256224,128,,,1.8564874208181572,1.4851899366545258,100,0,74.08,위험
B0005,discharge,468,5589,05589.csv,[2008.       5.      18.      17.      36.      29.734],,24,468,1.3705128024895008,129,,,1.8564874208181572,1.4851899366545258,100,0,73.82,위험
B0005,discharge,472,5593,05593.csv,[2008.       5.      18.      22.      31.      45.515],,24,472,1.37050855662704,130,,,1.8564874208181572,1.4851899366545258,100,0,73.82,위험
B0005,discharge,476,5597,05597.csv,[2008.       5.      19.       3.      27.       7.765],,24,476,1.3647355108681518,131,,,1.8564874208181572,1.4851899366545258,100,0,73.51,위험
B0005,discharge,480,5601,05601.csv,[2008.       5.      19.      15.      34.      33.625],,24,480,1.375392016895762,132,,,1.8564874208181572,1.4851899366545258,100,0,74.09,위험
B0005,discharge,482,5603,05603.csv,[2008.       5.      19.      20.      59.      48.437],,24,482,1.3861115151535393,133,,,1.8564874208181572,1.4851899366545258,100,0,74.66,위험
B0005,discharge,484,5605,05605.csv,[2.0080e+03 5.0000e+00 2.0000e+01 1.0000e+00 1.6000e+01 4.2609e+01],,24,484,1.369850003583894,134,,,1.8564874208181572,1.4851899366545258,100,0,73.79,위험
B0005,discharge,488,5609,05609.csv,[2008.       5.      20.       6.      12.       6.265],,24,488,1.3647827949260758,135,,,1.8564874208181572,1.4851899366545258,100,0,73.51,위험
B0005,discharge,492,5613,05613.csv,[2008.       5.      20.      11.       7.      23.453],,24,492,1.3543220466259964,136,,,1.8564874208181572,1.4851899366545258,100,0,72.95,위험
B0005,discharge,496,5617,05617.csv,[2008.       5.      20.      15.      57.      27.312],,24,496,1.3546417018378962,137,,,1.8564874208181572,1.4851899366545258,100,0,72.97,위험
B0005,discharge,500,5621,05621.csv,[2008.       5.      20.      20.      50.      39.015],,24,500,1.354703921319241,138,,,1.8564874208181572,1.4851899366545258,100,0,72.97,위험
B0005,discharge,504,5625,05625.csv,[2.0080e+03 5.0000e+00 2.1000e+01 1.0000e+00 3.9000e+01 3.8968e+01],,24,504,1.349314997503458,139,,,1.8564874208181572,1.4851899366545258,100,0,72.68,위험
B0005,discharge,508,5629,05629.csv,[2008.       5.      21.       6.      24.      27.281],,24,508,1.3441891937970554,140,,,1.8564874208181572,1.4851899366545258,100,0,72.4,위험
B0005,discharge,512,5633,05633.csv,[2008.       5.      21.      11.      18.       6.015],,24,512,1.3389913790695755,141,,,1.8564874208181572,1.4851899366545258,100,0,72.12,위험
B0005,discharge,516,5637,05637.csv,[2008.       5.      21.      16.      10.      21.203],,24,516,1.3389145230206971,142,,,1.8564874208181572,1.4851899366545258,100,0,72.12,위험
B0005,discharge,520,5641,05641.csv,[2.008e+03 5.000e+00 2.100e+01 2.100e+01 2.000e+00 9.781e+00],,24,520,1.3340066759761655,143,,,1.8564874208181572,1.4851899366545258,100,0,71.86,위험
B0005,discharge,524,5645,05645.csv,[2.0080e+03 5.0000e+00 2.2000e+01 1.0000e+00 4.2000e+01 5.9218e+01],,24,524,1.3286444309174914,144,,,1.8564874208181572,1.4851899366545258,100,0,71.57,위험
B0005,discharge,528,5649,05649.csv,[2008.       5.      22.       6.      32.      40.921],,24,528,1.323170899227622,145,,,1.8564874208181572,1.4851899366545258,100,0,71.27,위험
B0005,discharge,532,5653,05653.csv,[2008.       5.      22.      11.      23.      22.187],,24,532,1.3181691588445197,146,,,1.8564874208181572,1.4851899366545258,100,0,71.0,위험
B0005,discharge,536,5657,05657.csv,[2008.      5.     22.     16.     17.     58.89],,24,536,1.3184664436640334,147,,,1.8564874208181572,1.4851899366545258,100,0,71.02,위험
